career_skill_id,career_id,skill_id,importance,in_demand,hot_technology,description
CS_0530,CAR_060,SK_00334,Critical,Yes,No,Process of designing printed circuit boards that mechanically support and electrically connect electronic components.
CS_0531,CAR_060,SK_00484,Medium,No,No,Hardware description language used in electronic design automation to describe digital and mixed-signal systems.
CS_0532,CAR_060,SK_00483,Medium,No,No,Hardware description language used to model electronic systems.
CS_0533,CAR_060,SK_00070,Medium,Yes,No,"General-purpose, procedural computer programming language supporting structured programming."
CS_0534,CAR_060,SK_00277,High,Yes,No,Small computer on a single metal-oxide-semiconductor integrated circuit chip.
CS_0535,CAR_060,SK_00328,High,Yes,No,Type of electronic test instrument that graphically displays varying signal voltages.
CS_0536,CAR_060,SK_00181,Medium,Yes,No,Field-programmable gate array designed to be configured by a customer or a designer after manufacturing.
CS_0537,CAR_060,SK_00011,High,Yes,No,Software package for printed circuit board design.
CS_0538,CAR_060,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0539,CAR_060,SK_00427,High,Yes,No,Process in which two or more items are joined together by melting and putting a filler metal into the joint.
CS_0540,CAR_050,SK_00484,Critical,No,No,Hardware description language used in electronic design automation to describe digital and mixed-signal systems.
CS_0541,CAR_050,SK_00483,Critical,No,No,Hardware description language used to model electronic systems.
CS_0542,CAR_050,SK_00452,High,Yes,No,"Hardware description and hardware verification language used to model, design, simulate, test and implement electronic systems."
CS_0543,CAR_050,SK_00181,Critical,Yes,No,Field-programmable gate array designed to be configured by a customer or a designer after manufacturing.
CS_0544,CAR_050,SK_00393,Critical,Yes,No,Register-transfer level design abstraction which models a synchronous digital circuit.
CS_0545,CAR_050,SK_00070,Medium,Yes,No,"General-purpose, procedural computer programming language supporting structured programming."
CS_0546,CAR_050,SK_00073,Medium,No,No,General-purpose programming language known for performance and system-level control.
CS_0547,CAR_050,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0548,CAR_050,SK_00140,Critical,Yes,No,Field of electronics involving the study of digital signals and the engineering of devices that use or produce them.
CS_0549,CAR_050,SK_00512,High,Yes,No,American technology company that primarily supplied programmable logic devices.
CS_0550,CAR_050,SK_00468,High,Yes,No,Method of computing the expected timing of a digital circuit without requiring a simulation.
CS_0551,CAR_006,SK_00071,Critical,Yes,No,"Modern, object-oriented, and type-safe programming language."
CS_0552,CAR_006,SK_00073,High,No,No,General-purpose programming language known for performance and system-level control.
CS_0553,CAR_006,SK_00475,Critical,Yes,Yes,Cross-platform game engine developed by Unity Technologies.
CS_0554,CAR_006,SK_00478,High,Yes,Yes,3D computer graphics game engine developed by Epic Games.
CS_0555,CAR_006,SK_00002,Medium,Yes,No,Process of developing a mathematical representation of any surface of an object in three dimensions.
CS_0556,CAR_006,SK_00092,High,Yes,Yes,Interdisciplinary scientific field that deals with how computers can gain high-level understanding from digital images or videos.
CS_0557,CAR_006,SK_00034,High,Yes,No,Apple's augmented reality platform for iOS devices.
CS_0558,CAR_006,SK_00031,High,Yes,No,Google's software development kit that allows for augmented reality applications to be built.
CS_0559,CAR_006,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0560,CAR_006,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0561,CAR_006,SK_00270,Medium,Yes,No,Mathematical concepts essential for 3D transformations and physics simulations.
CS_0562,CAR_006,SK_00324,Medium,No,No,"Cross-language, cross-platform application programming interface for rendering 2D and 3D vector graphics."
CS_0563,CAR_001,SK_00073,Critical,No,No,General-purpose programming language known for performance and system-level control.
CS_0564,CAR_001,SK_00071,High,Yes,No,"Modern, object-oriented, and type-safe programming language."
CS_0565,CAR_001,SK_00324,High,No,No,"Cross-language, cross-platform application programming interface for rendering 2D and 3D vector graphics."
CS_0566,CAR_001,SK_00142,High,Yes,No,Collection of application programming interfaces for handling tasks related to multimedia on Microsoft platforms.
CS_0567,CAR_001,SK_00494,High,Yes,Yes,"Low-overhead, cross-platform 3D graphics and computing API."
CS_0568,CAR_001,SK_00270,Critical,Yes,No,Advanced mathematics including linear algebra and calculus for 3D rendering algorithms.
CS_0569,CAR_001,SK_00002,Medium,Yes,No,Process of developing a mathematical representation of any surface of an object in three dimensions.
CS_0570,CAR_001,SK_00414,Critical,Yes,No,Writing computer programs that are used to do shading in 3D scenes.
CS_0571,CAR_001,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0572,CAR_001,SK_00198,High,Yes,No,Understanding of graphics processing unit design and optimization techniques.
CS_0573,CAR_001,SK_00475,Medium,Yes,Yes,Cross-platform game engine developed by Unity Technologies.
CS_0574,CAR_001,SK_00478,Medium,Yes,Yes,3D computer graphics game engine developed by Epic Games.
CS_0575,CAR_122,SK_00429,Critical,Yes,Yes,Object-oriented programming language for writing smart contracts on various blockchain platforms.
CS_0576,CAR_122,SK_00395,High,Yes,Yes,"Multi-paradigm, general-purpose programming language designed for performance and safety."
CS_0577,CAR_122,SK_00420,Critical,Yes,Yes,Self-executing contracts with the terms of the agreement directly written into lines of code.
CS_0578,CAR_122,SK_00164,Critical,Yes,Yes,"Decentralized, open-source blockchain with smart contract functionality."
CS_0579,CAR_122,SK_00066,Critical,Yes,Yes,"Growing list of records, called blocks, that are linked using cryptography."
CS_0580,CAR_122,SK_00143,Critical,Yes,No,System whose components are located on different networked computers.
CS_0581,CAR_122,SK_00105,High,Yes,No,Practice and study of techniques for secure communication in the presence of adversarial behavior.
CS_0582,CAR_122,SK_00240,High,Yes,No,"Core programming language of the Web, used for interactive and dynamic content."
CS_0583,CAR_122,SK_00472,High,Yes,Yes,Strongly typed programming language that builds on JavaScript for larger scale applications.
CS_0584,CAR_122,SK_00501,High,Yes,Yes,Collection of libraries that allow interaction with a local or remote Ethereum node.
CS_0585,CAR_122,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0586,CAR_122,SK_00424,Critical,Yes,No,High-level structure of a software system and the discipline of creating such structures.
CS_0587,CAR_044,SK_00240,Critical,Yes,No,"Core programming language of the Web, used for interactive and dynamic content."
CS_0588,CAR_044,SK_00472,High,Yes,Yes,Strongly typed programming language that builds on JavaScript for larger scale applications.
CS_0589,CAR_044,SK_00369,Critical,Yes,Yes,JavaScript library for building user interfaces based on UI components.
CS_0590,CAR_044,SK_00429,Critical,Yes,Yes,Object-oriented programming language for writing smart contracts on various blockchain platforms.
CS_0591,CAR_044,SK_00501,High,Yes,Yes,Collection of libraries that allow interaction with a local or remote Ethereum node.
CS_0592,CAR_044,SK_00165,High,Yes,Yes,Library for interacting with the Ethereum Blockchain and its ecosystem.
CS_0593,CAR_044,SK_00213,High,Yes,No,Fundamental technologies for structuring and styling content on the World Wide Web.
CS_0594,CAR_044,SK_00314,High,Yes,No,JavaScript runtime built on Chrome's V8 engine for executing code server-side.
CS_0595,CAR_044,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0596,CAR_044,SK_00420,Critical,Yes,Yes,Self-executing contracts with the terms of the agreement directly written into lines of code.
CS_0597,CAR_044,SK_00066,High,Yes,Yes,"Growing list of records, called blocks, that are linked using cryptography."
CS_0598,CAR_048,SK_00424,Critical,Yes,No,High-level structure of a software system and the discipline of creating such structures.
CS_0599,CAR_048,SK_00008,Critical,Yes,No,Project management approaches focusing on iterative development and continuous feedback.
CS_0600,CAR_048,SK_00078,High,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CS_0601,CAR_048,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0602,CAR_048,SK_00046,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0603,CAR_048,SK_00425,Critical,Yes,No,"Process for planning, creating, testing, and deploying an information system."
CS_0604,CAR_048,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0605,CAR_048,SK_00435,Medium,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0606,CAR_048,SK_00351,Critical,Yes,No,Practice of leading the work of a team to achieve goals and meet success criteria.
CS_0607,CAR_048,SK_00086,Critical,Yes,No,Systematic examination of computer source code intended to find mistakes overlooked in development.
CS_0608,CAR_048,SK_00082,High,Yes,No,"On-demand availability of computer system resources, especially data storage and computing power."
